1800
0 5094.48 500 0.497838 0.382392 0.11977 1 0 0 0.218077 0.781923 0 0 0 1 
1 5011.42 500 0.497036 0.383133 0.119832 1 0 0 0.218077 0.781923 0 0 0 1 
2 4952.89 500 0.497013 0.383112 0.119875 1 0 0 0.218077 0.781923 0 0 0 1 
3 4907.21 500 0.489618 0.390474 0.119908 1 0 0 0.218077 0.781923 0 0 0 1 
4 4869.02 500 0.457759 0.422304 0.119937 1 0 0 0.218077 0.781923 0 0 0 1 
5 4837.5 500 0.43359 0.44645 0.11996 1 0 0 0.218077 0.781923 0 0 0 1 
6 4811.77 500 0.408543 0.471479 0.119979 1 0 0 0.218077 0.781923 0 0 0 1 
7 4791.41 500 0.371332 0.508674 0.119994 1 0 0 0.218077 0.781923 0 0 0 1 
8 4777.3 500 0.326723 0.553273 0.120004 1 0 0 0.218077 0.781923 0 0 0 1 
9 4770.25 500 0.248981 0.63101 0.120009 1 0 0 0.218077 0.781923 0 0 0 1 
10 5011.42 500 0.497036 0.383133 0.119832 1 0 0 0.218077 0.781923 0 0 0 1 
11 4973.82 500 0.496931 0.38321 0.119859 1 0 0 0.218077 0.781923 0 0 0 1 
12 4932.3 500 0.494659 0.385451 0.11989 1 0 0 0.218077 0.781923 0 0 0 1 
13 4892.64 500 0.473247 0.406834 0.119919 1 0 0 0.218077 0.781923 0 0 0 1 
14 4857.27 500 0.448158 0.431897 0.119945 1 0 0 0.218077 0.781923 0 0 0 1 
15 4826.58 500 0.427936 0.452096 0.119968 1 0 0 0.218077 0.781923 0 0 0 1 
16 4800.53 500 0.404757 0.475256 0.119987 1 0 0 0.218077 0.781923 0 0 0 1 
17 4779.33 500 0.369435 0.510563 0.120003 1 0 0 0.218077 0.781923 0 0 0 1 
18 4764.52 500 0.327058 0.552929 0.120014 1 0 0 0.218077 0.781923 0 0 0 1 
19 4757.06 500 0.250982 0.628999 0.120019 1 0 0 0.218077 0.781923 0 0 0 1 
20 4952.89 500 0.497013 0.383112 0.119875 1 0 0 0.218077 0.781923 0 0 0 1 
21 4932.3 500 0.494659 0.385451 0.11989 1 0 0 0.218077 0.781923 0 0 0 1 
22 4901.73 500 0.478868 0.401219 0.119912 1 0 0 0.218077 0.781923 0 0 0 1 
23 4868.75 500 0.456435 0.423629 0.119937 1 0 0 0.218077 0.781923 0 0 0 1 
24 4836.21 500 0.43883 0.441209 0.119961 1 0 0 0.218077 0.781923 0 0 0 1 
25 4805.64 500 0.422016 0.458001 0.119983 1 0 0 0.218077 0.781923 0 0 0 1 
26 4778.39 500 0.401101 0.478896 0.120003 1 0 0 0.218077 0.781923 0 0 0 1 
27 4755.23 500 0.368581 0.511399 0.120021 1 0 0 0.218077 0.781923 0 0 0 1 
28 4738.72 500 0.328754 0.551213 0.120033 1 0 0 0.218077 0.781923 0 0 0 1 
29 4730.25 500 0.254982 0.624979 0.120039 1 0 0 0.218077 0.781923 0 0 0 1 
30 4907.21 500 0.489618 0.390474 0.119908 1 0 0 0.218077 0.781923 0 0 0 1 
31 4892.64 500 0.473247 0.406834 0.119919 1 0 0 0.218077 0.781923 0 0 0 1 
32 4868.75 500 0.456435 0.423629 0.119937 1 0 0 0.218077 0.781923 0 0 0 1 
33 4839.63 500 0.442474 0.437568 0.119958 1 0 0 0.218077 0.781923 0 0 0 1 
34 4808.06 500 0.429582 0.450436 0.119982 1 0 0 0.218077 0.781923 0 0 0 1 
35 4776.07 500 0.416314 0.463681 0.120005 1 0 0 0.218077 0.781923 0 0 0 1 
36 4745.85 500 0.397778 0.482194 0.120027 1 0 0 0.218077 0.781923 0 0 0 1 
37 4719.08 500 0.369006 0.510946 0.120047 1 0 0 0.218077 0.781923 0 0 0 1 
38 4699.3 500 0.332063 0.547876 0.120062 1 0 0 0.218077 0.781923 0 0 0 1 
39 4688.92 500 0.261343 0.618587 0.12007 1 0 0 0.218077 0.781923 0 0 0 1 
40 4869.02 500 0.457759 0.422304 0.119937 1 0 0 0.218077 0.781923 0 0 0 1 
41 4857.27 500 0.448158 0.431897 0.119945 1 0 0 0.218077 0.781923 0 0 0 1 
42 4836.21 500 0.43883 0.441209 0.119961 1 0 0 0.218077 0.781923 0 0 0 1 
43 4808.06 500 0.429582 0.450436 0.119982 1 0 0 0.218077 0.781923 0 0 0 1 
44 4775.06 500 0.420546 0.459448 0.120006 1 0 0 0.218077 0.781923 0 0 0 1 
45 4739.5 500 0.410634 0.469334 0.120032 1 0 0 0.218077 0.781923 0 0 0 1 
46 4703.79 500 0.394758 0.485184 0.120059 1 0 0 0.218077 0.781923 0 0 0 1 
47 4670.73 500 0.370564 0.509353 0.120083 1 0 0 0.218077 0.781923 0 0 0 1 
48 4645.08 500 0.337159 0.542739 0.120102 1 0 0 0.218077 0.781923 0 0 0 1 
49 4631.18 500 0.27069 0.609198 0.120112 1 0 0 0.218077 0.781923 0 0 0 1 
50 4837.5 500 0.43359 0.44645 0.11996 1 0 0 0.218077 0.781923 0 0 0 1 
51 4826.58 500 0.427936 0.452096 0.119968 1 0 0 0.218077 0.781923 0 0 0 1 
52 4805.64 500 0.422016 0.458001 0.119983 1 0 0 0.218077 0.781923 0 0 0 1 
53 4776.07 500 0.416314 0.463681 0.120005 1 0 0 0.218077 0.781923 0 0 0 1 
54 4739.5 500 0.410634 0.469334 0.120032 1 0 0 0.218077 0.781923 0 0 0 1 
55 4697.85 500 0.403478 0.476459 0.120063 1 0 0 0.218077 0.781923 0 0 0 1 
56 4653.28 500 0.390913 0.488991 0.120096 1 0 0 0.218077 0.781923 0 0 0 1 
57 4609.87 500 0.372517 0.507355 0.120128 1 0 0 0.218077 0.781923 0 0 0 1 
58 4573.98 500 0.343971 0.535874 0.120154 1 0 0 0.218077 0.781923 0 0 0 1 
59 4553.43 500 0.283871 0.595959 0.12017 1 0 0 0.218077 0.781923 0 0 0 1 
60 4811.77 500 0.408543 0.471479 0.119979 1 0 0 0.218077 0.781923 0 0 0 1 
