SWOF
-- Coarse cell:	1	1	1	: 1
0	0	1	0
0.0124136	0.00617097	1.03687	0
0.0258667	0.0127446	1.01223	0
0.0379354	0.0193594	0.986401	0
0.0503666	0.0265513	0.949692	0
0.0627318	0.0340414	0.917304	0
0.0750592	0.0416655	0.884658	0
0.0876299	0.04964	0.851436	0
0.100566	0.0580914	0.818263	0
0.114106	0.0670165	0.78388	0
0.128445	0.0766983	0.748454	0
0.143773	0.0871341	0.711342	0
0.160314	0.0985688	0.67253	0
0.178258	0.11109	0.631429	0
0.197893	0.124945	0.58807	0
0.219233	0.140083	0.542508	0
0.230424	0.148071	0.519432	0
0.241913	0.156281	0.496181	0
0.253685	0.164691	0.472862	0
0.265747	0.173326	0.449649	0
0.278029	0.182112	0.42655	0
0.290558	0.191055	0.403595	0
0.303298	0.200138	0.380968	0
0.316223	0.209324	0.358619	0
0.32929	0.218561	0.336772	0
0.342435	0.227809	0.315525	0
0.355646	0.237045	0.294817	0
0.368867	0.246211	0.274904	0
0.382005	0.255246	0.255849	0
0.395046	0.264121	0.237577	0
0.408013	0.272835	0.220188	0
0.420889	0.281398	0.203679	0
0.433703	0.289772	0.187881	0
0.446457	0.297968	0.172889	0
0.45911	0.305966	0.158808	0
0.471458	0.313627	0.145692	0
0.483472	0.320882	0.133509	0
0.495182	0.327792	0.12226	0
0.506604	0.334384	0.111982	0
0.517769	0.340698	0.10249	0
0.539382	0.35222	0.0854243	0
0.559954	0.362463	0.0711469	0
0.579873	0.371943	0.0591343	0
0.598794	0.380125	0.0489019	0
0.616794	0.3869	0.0404847	0
0.634142	0.392902	0.0335702	0
0.651253	0.399085	0.0278163	0
0.667655	0.404872	0.0228096	0
0.85	0.43	0	0
/
-- Coarse cell:	2	1	1	: 2
0	0	1	0
0.0121485	0.00617359	1.00104	0
0.0257738	0.0127291	0.967387	0
0.0397576	0.0204794	0.935913	0
0.0548685	0.0289754	0.896913	0
0.0714537	0.0388869	0.855525	0
0.0835721	0.046255	0.825984	0
0.0967526	0.0544479	0.794711	0
0.110808	0.0633223	0.761874	0
0.125719	0.0728792	0.728151	0
0.141602	0.0831695	0.693002	0
0.158608	0.0943318	0.656527	0
0.176939	0.106449	0.618408	0
0.196717	0.119589	0.578681	0
0.217519	0.133488	0.538493	0
0.239252	0.147984	0.498113	0
0.250517	0.155512	0.477956	0
0.262035	0.163183	0.457729	0
0.27372	0.170928	0.437619	0
0.285567	0.178787	0.417874	0
0.297581	0.186723	0.39831	0
0.309762	0.194714	0.378948	0
0.32215	0.202818	0.359849	0
0.334675	0.210969	0.341065	0
0.347317	0.219126	0.322573	0
0.360066	0.227313	0.304553	0
0.372932	0.235514	0.28695	0
0.385918	0.243713	0.269672	0
0.398977	0.251894	0.252921	0
0.412077	0.260021	0.236694	0
0.425232	0.268072	0.220929	0
0.438475	0.276119	0.205691	0
0.45168	0.284036	0.191027	0
0.464849	0.291824	0.176998	0
0.478013	0.299477	0.16355	0
0.491154	0.307057	0.150733	0
0.504173	0.314433	0.138476	0
0.517126	0.321646	0.126929	0
0.530007	0.328689	0.11602	0
0.542648	0.335445	0.105743	0
0.554951	0.341896	0.0962431	0
0.566695	0.347907	0.0876372	0
0.577906	0.353557	0.0799533	0
0.598788	0.363842	0.0667466	0
0.617599	0.372477	0.0557125	0
0.63466	0.37964	0.0469167	0
0.65077	0.386373	0.0397144	0
0.66619	0.392748	0.0334418	0
0.680677	0.398335	0.0280945	0
0.85	0.43	0	0
/
-- Coarse cell:	3	1	1	: 3
0	0	1	0
0.0118808	0.00795385	0.983535	0
0.0232748	0.0157942	0.950661	0
0.0368496	0.0253845	0.901181	0
0.0495144	0.034705	0.858356	0
0.0629524	0.0447546	0.814595	0
0.0772374	0.0553554	0.770877	0
0.092672	0.0669051	0.726457	0
0.109358	0.0793801	0.68059	0
0.121376	0.0883493	0.64923	0
0.134281	0.0979927	0.616904	0
0.147942	0.108176	0.584015	0
0.16238	0.118953	0.550606	0
0.177774	0.130486	0.516603	0
0.194336	0.142884	0.481439	0
0.211871	0.156081	0.445997	0
0.23035	0.169971	0.410168	0
0.249862	0.184663	0.374292	0
0.270384	0.200047	0.338472	0
0.291753	0.215938	0.303334	0
0.313829	0.232197	0.269329	0
0.325103	0.240363	0.252751	0
0.336498	0.248603	0.236749	0
0.348083	0.25688	0.221076	0
0.359729	0.265047	0.205853	0
0.371519	0.273226	0.191146	0
0.383335	0.28135	0.177194	0
0.394945	0.289124	0.163946	0
0.406337	0.296644	0.151662	0
0.417523	0.30386	0.140188	0
0.439307	0.317498	0.119507	0
0.460392	0.329964	0.101548	0
0.481021	0.341493	0.0861093	0
0.501295	0.352058	0.072535	0
0.520712	0.361198	0.0611345	0
0.53963	0.369692	0.0517536	0
0.558173	0.377428	0.0435708	0
0.57663	0.384341	0.0365145	0
0.594745	0.390573	0.0304954	0
0.85	0.43	0	0
/
-- Coarse cell:	4	1	1	: 4
